main_speaker,views,title,url,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jaw-dropping,OK,Obnoxious,Inspiring
Zahra' Langhi,525297,Why Libya's revolution didn't work -- and what might,"https://www.ted.com/talks/zahra_langhi_why_libya_s_revolution_didn_t_work_and_what_might
",0,29,3,106,14,12,41,20,51,33,2,17,10,82
Tyler DeWitt,1489438,Hey science teachers -- make it fun,"https://www.ted.com/talks/tyler_dewitt_hey_science_teachers_make_it_fun
",182,72,171,116,35,1,237,197,53,414,34,75,43,547
Cesar Kuriyama,1666552,One second every day,"https://www.ted.com/talks/cesar_kuriyama_one_second_every_day
",20,230,173,41,45,18,45,202,52,96,19,78,19,729
Lee Cronin,987709,Print your own medicine,"https://www.ted.com/talks/lee_cronin_print_your_own_medicine
",6,8,124,8,1,21,84,154,96,8,50,38,8,48
Edi Rama,595537,Take back your city with paint,"https://www.ted.com/talks/edi_rama_take_back_your_city_with_paint
",11,90,89,95,11,12,72,82,25,87,28,13,6,303
Shabana Basij-Rasikh,932561,Dare to educate Afghan girls,"https://www.ted.com/talks/shabana_basij_rasikh_dare_to_educate_afghan_girls
",7,224,7,497,1,5,121,97,10,78,48,7,23,620
Erik Schlangen,984382,"A ""self-healing"" asphalt","https://www.ted.com/talks/erik_schlangen_a_self_healing_asphalt
",10,4,238,4,1,4,176,108,12,46,20,42,4,31
James B. Glattfelder,2533881,Who controls the world?,"https://www.ted.com/talks/james_b_glattfelder_who_controls_the_world
",7,23,177,84,89,76,568,292,63,203,138,122,20,102
Esther Perel,10524043,The secret to desire in a long-term relationship,"https://www.ted.com/talks/esther_perel_the_secret_to_desire_in_a_long_term_relationship
",1068,588,438,389,73,63,2253,2146,73,1205,270,174,37,2008
Young-ha Kim,1841716,"Be an artist, right now!","https://www.ted.com/talks/young_ha_kim_be_an_artist_right_now
",255,117,61,96,13,6,36,123,6,280,29,40,2,906
Miguel Nicolelis,1229865,"A monkey that controls a robot with its thoughts. No, really.","https://www.ted.com/talks/miguel_nicolelis_a_monkey_that_controls_a_robot_with_its_thoughts_no_really
",5,29,280,28,12,9,202,412,11,22,260,41,22,235
Keith Chen,1642461,Could your language affect your ability to save money?,"https://www.ted.com/talks/keith_chen_could_your_language_affect_your_ability_to_save_money
",89,31,228,20,19,24,657,575,172,266,114,138,17,114
Afra Raymond,824898,Three myths about corruption,"https://www.ted.com/talks/afra_raymond_three_myths_about_corruption
",7,3,5,201,24,18,161,38,17,76,31,35,7,89
Andreas Schleicher,699088,Use data to build better schools,"https://www.ted.com/talks/andreas_schleicher_use_data_to_build_better_schools
",13,5,25,23,12,4,280,77,24,170,13,30,8,119
Michael Dickinson,1555722,How a fly flies,"https://www.ted.com/talks/michael_dickinson_how_a_fly_flies
",120,43,97,7,17,14,356,476,3,39,97,37,6,45
Bruce Feiler,1403668,Agile programming -- for your family,"https://www.ted.com/talks/bruce_feiler_agile_programming_for_your_family
",40,57,172,34,25,8,283,178,34,226,26,41,14,595
Bruno Maisonnier,1193896,"Dance, tiny robots!","https://www.ted.com/talks/bruno_maisonnier_dance_tiny_robots
",98,151,111,6,9,9,10,223,28,7,126,116,8,48
Sugata Mitra,2895821,Build a School in the Cloud,"https://www.ted.com/talks/sugata_mitra_build_a_school_in_the_cloud
",200,258,507,280,18,26,358,844,24,469,564,76,13,1818
Jennifer Granholm,745252,A clean energy proposal -- race to the top!,"https://www.ted.com/talks/jennifer_granholm_a_clean_energy_proposal_race_to_the_top
",17,14,59,51,20,8,61,17,84,146,10,41,26,117
Amanda Palmer,9006600,The art of asking,"https://www.ted.com/talks/amanda_palmer_the_art_of_asking
",211,1658,380,1647,38,24,178,762,81,753,261,116,71,3013
Allan Savory,4191678,How to fight desertification and reverse climate change,"https://www.ted.com/talks/allan_savory_how_to_green_the_world_s_deserts_and_reverse_climate_change
",11,132,729,239,20,24,953,961,102,1145,1614,27,36,1400
Edith Widder,3773245,How we found the giant squid,"https://www.ted.com/talks/edith_widder_how_we_found_the_giant_squid
",46,261,200,41,13,12,367,874,17,58,606,79,23,255
Ron Finley,3005687,A guerilla gardener in South Central LA,"https://www.ted.com/talks/ron_finley_a_guerilla_gardener_in_south_central_la
",563,480,668,707,5,6,291,313,5,717,215,29,10,2346
Kakenya Ntaiya,2460131,A girl who demanded school,"https://www.ted.com/talks/kakenya_ntaiya_a_girl_who_demanded_school
",12,280,9,692,5,0,104,126,1,132,148,9,3,826
Shane Koyczan,5316753,To This Day ... for the bullied and beautiful,"https://www.ted.com/talks/shane_koyczan_to_this_day_for_the_bullied_and_beautiful
",230,2376,109,1812,18,4,92,300,7,197,789,42,35,2854
Dan Pallotta,4259204,The way we think about charity is dead wrong,"https://www.ted.com/talks/dan_pallotta_the_way_we_think_about_charity_is_dead_wrong
",30,111,429,727,43,31,1221,422,139,2139,487,68,66,1784
David Anderson,1342510,Your brain is more than a bag of chemicals,"https://www.ted.com/talks/david_anderson_your_brain_is_more_than_a_bag_of_chemicals
",26,12,214,22,8,7,484,328,19,157,78,42,3,123
Stewart Brand,1939539,The dawn of de-extinction. Are you ready?,"https://www.ted.com/talks/stewart_brand_the_dawn_of_de_extinction_are_you_ready
",2,58,121,50,5,5,251,313,24,61,180,20,8,186
Bono,1648677,"The good news on poverty (Yes, there's good news)","https://www.ted.com/talks/bono_the_good_news_on_poverty_yes_there_s_good_news
",35,92,6,84,30,13,215,80,39,183,47,34,45,444
Catarina Mota,1058569,Play with smart materials,"https://www.ted.com/talks/catarina_mota_play_with_smart_materials
",7,19,123,14,38,12,211,166,33,76,29,64,3,208
Danny Hillis,1265177,The Internet could crash. We need a Plan B,"https://www.ted.com/talks/danny_hillis_the_internet_could_crash_we_need_a_plan_b
",22,19,33,30,50,17,568,131,46,267,36,96,4,56
Elon Musk,4564213,"The mind behind Tesla, SpaceX, SolarCity ...","https://www.ted.com/talks/elon_musk_the_mind_behind_tesla_spacex_solarcity
",40,98,628,273,16,12,459,863,17,257,320,109,7,1538
Hyeonseo Lee,9551344,My escape from North Korea,"https://www.ted.com/talks/hyeonseo_lee_my_escape_from_north_korea
",34,355,37,1941,20,53,401,345,39,123,507,133,17,1208
Francis Collins,796884,We need better drugs -- now,"https://www.ted.com/talks/francis_collins_we_need_better_drugs_now
",4,12,37,12,10,3,154,91,17,75,9,18,6,94
Eric Whitacre,1005088,Virtual Choir Live,"https://www.ted.com/talks/eric_whitacre_virtual_choir_live
",5,328,87,11,11,5,5,122,16,5,105,44,16,131
Jessica Green,955827,We're covered in germs. Let's design for that.,"https://www.ted.com/talks/jessica_green_good_germs_make_healthy_buildings
",7,14,101,7,19,12,254,211,38,49,20,57,4,56
Mark Shaw,1539504,One very dry demo,"https://www.ted.com/talks/mark_shaw_one_very_dry_demo
",21,23,298,7,4,3,152,302,13,66,316,47,12,53
Richard Turere,2025005,My invention that made peace with lions,"https://www.ted.com/talks/richard_turere_a_peace_treaty_with_the_lions
",160,268,812,274,13,15,126,289,11,43,98,43,16,1283
Colin Camerer,1342712,"When you're making a deal, what's going on in your brain?","https://www.ted.com/talks/colin_camerer_neuroscience_game_theory_monkeys
",25,7,40,1,8,70,234,183,23,42,15,49,0,18
Katherine Kuchenbecker,274986,The technology of touch,"https://www.ted.com/talks/katherine_kuchenbecker_the_technology_of_touch
",22,12,150,5,2,7,156,180,10,27,21,38,8,83
Kees Moeliker,1306390,How a dead duck changed my life,"https://www.ted.com/talks/kees_moeliker_how_a_dead_duck_changed_my_life
",771,19,42,36,21,41,186,162,31,18,38,75,62,31
Sanjay Dastoor,1683410,"A skateboard, with a boost","https://www.ted.com/talks/sanjay_dastoor_a_skateboard_with_a_boost
",16,33,334,27,4,3,87,160,50,80,77,53,16,194
Lawrence Lessig,1443340,"We the People, and the Republic we must reclaim","https://www.ted.com/talks/lawrence_lessig_we_the_people_and_the_republic_we_must_reclaim
",44,30,93,487,12,14,592,158,28,1061,238,28,15,906
Skylar Tibbits,2449740,"The emergence of ""4D printing""","https://www.ted.com/talks/skylar_tibbits_the_emergence_of_4d_printing
",7,16,286,8,22,20,253,355,85,41,152,72,9,184
Ken Jennings,1135004,"Watson, Jeopardy and me, the obsolete know-it-all","https://www.ted.com/talks/ken_jennings_watson_jeopardy_and_me_the_obsolete_know_it_all
",379,21,39,36,43,3,267,181,48,222,15,75,12,267
Freeman Hrabowski,911601,4 pillars of college success in science,"https://www.ted.com/talks/freeman_hrabowski_4_pillars_of_college_success_in_science
",9,43,25,58,15,5,150,63,27,147,21,39,18,410
Keller Rinaudo,1118006,A mini robot -- powered by your phone,"https://www.ted.com/talks/keller_rinaudo_a_mini_robot_powered_by_your_phone
",100,33,136,8,21,2,79,162,101,23,43,120,26,75
Dan Ariely,5319077,What makes us feel good about our work?,"https://www.ted.com/talks/dan_ariely_what_makes_us_feel_good_about_our_work
",203,90,292,65,26,16,1534,783,16,825,66,172,7,1363
Eric Dishman,836699,Health care should be a team sport,"https://www.ted.com/talks/eric_dishman_health_care_should_be_a_team_sport
",9,49,35,95,6,0,143,59,20,112,30,34,3,208
Laura Snyder,1203901,The Philosophical Breakfast Club,"https://www.ted.com/talks/laura_snyder_the_philosophical_breakfast_club
",11,32,10,6,45,17,369,186,20,81,9,87,17,139
Rose George,1624716,Let's talk crap. Seriously.,"https://www.ted.com/talks/rose_george_let_s_talk_crap_seriously
",182,27,38,123,8,8,506,141,10,316,70,32,14,200
Thomas Insel,1188149,Toward a new understanding of mental illness,"https://www.ted.com/talks/thomas_insel_toward_a_new_understanding_of_mental_illness
",2,15,37,20,27,17,466,235,34,159,25,54,3,145
Joshua Prager,1341106,In search of the man who broke my neck,"https://www.ted.com/talks/joshua_prager_in_search_for_the_man_who_broke_my_neck
",11,316,8,560,38,14,23,139,19,38,90,37,19,748
Andres Lozano,1303148,"Parkinson's, depression and the switch that might turn them off","https://www.ted.com/talks/andres_lozano_parkinson_s_depression_and_the_switch_that_might_turn_them_off
",9,43,264,57,1,4,438,725,9,79,459,60,4,296
BLACK,7373875,My journey to yo-yo mastery,"https://www.ted.com/talks/black_my_journey_to_yo_yo_mastery
",57,533,69,114,36,10,5,410,36,16,625,122,28,514
John McWhorter,2162439,Txtng is killing language. JK!!!,"https://www.ted.com/talks/john_mcwhorter_txtng_is_killing_language_jk
",405,45,157,21,26,15,660,557,44,320,54,52,15,121
Robert Gordon,1091988,"The death of innovation, the end of growth","https://www.ted.com/talks/robert_gordon_the_death_of_innovation_the_end_of_growth
",1,3,9,19,31,26,184,44,185,79,21,39,20,40
Erik Brynjolfsson,1200139,The key to growth? Race with the machines,"https://www.ted.com/talks/erik_brynjolfsson_the_key_to_growth_race_em_with_em_the_machines
",10,10,28,38,6,6,211,111,49,165,19,62,8,195
Michael Stevens,195899,How much does a video weigh?,"https://www.ted.com/talks/how_much_does_a_video_weigh
",124,26,69,7,17,26,214,170,23,35,8,82,21,85
Jennifer Healey,814568,"If cars could talk, accidents might be avoidable","https://www.ted.com/talks/jennifer_healey_if_cars_could_talk_accidents_might_be_avoidable
",30,5,59,8,18,3,110,39,90,90,11,65,27,44
David Pogue,4843480,10 top time-saving tech tips,"https://www.ted.com/talks/david_pogue_10_top_time_saving_tech_tips
",726,41,182,8,52,19,1545,139,69,85,54,300,112,39
Nilofer Merchant,2735769,Got a meeting? Take a walk,"https://www.ted.com/talks/nilofer_merchant_got_a_meeting_take_a_walk
",68,53,141,18,14,7,351,80,46,290,17,210,15,478
Taylor Wilson,1546610,My radical plan for small nuclear fission reactors,"https://www.ted.com/talks/taylor_wilson_my_radical_plan_for_small_nuclear_fission_reactors
",15,43,462,70,23,28,204,291,93,153,334,42,53,243
Sebastião Salgado,1593382,The silent drama of photography,"https://www.ted.com/talks/sebastiao_salgado_the_silent_drama_of_photography
",0,350,22,189,14,9,103,395,10,166,105,26,1,714
Juan Enriquez,1567528,"Your online life, permanent as a tattoo","https://www.ted.com/talks/juan_enriquez_how_to_think_about_digital_tattoos
",78,23,71,30,25,26,447,190,72,249,39,135,14,94
Rita Pierson,7469445,Every kid needs a champion,"https://www.ted.com/talks/rita_pierson_every_kid_needs_a_champion
",1297,1640,159,981,26,12,458,665,23,1137,230,114,15,5946
Timothy Bartik,407419,The economic case for preschool,"https://www.ted.com/talks/timothy_bartik_the_economic_case_for_preschool
",2,12,5,3,21,6,75,7,50,54,2,30,8,6
ShaoLan,3062980,Learn to read Chinese ... with ease!,"https://www.ted.com/talks/shaolan_learn_to_read_chinese_with_ease
",509,175,637,32,6,12,989,566,39,110,103,91,26,401
Bill Gates,2206204,Teachers need real feedback,"https://www.ted.com/talks/bill_gates_teachers_need_real_feedback
",5,55,44,32,11,4,326,102,66,171,30,104,45,329
Ramsey Musallam,2592925,3 rules to spark learning,"https://www.ted.com/talks/ramsey_musallam_3_rules_to_spark_learning
",137,88,56,57,22,6,334,192,34,249,8,206,4,959
Pearl Arredondo,1059278,"My story, from gangland daughter to star teacher","https://www.ted.com/talks/pearl_arredondo_my_story_from_gangland_daughter_to_star_teacher
",7,76,8,164,5,3,40,49,24,59,6,39,16,289
Malcolm London,1188177,"""High School Training Ground""","https://www.ted.com/talks/malcolm_london_high_school_training_ground
",13,289,39,231,7,12,52,70,12,71,67,41,12,318
Geoffrey Canada,1786965,Our failing schools. Enough is enough!,"https://www.ted.com/talks/geoffrey_canada_our_failing_schools_enough_is_enough
",221,36,43,162,9,7,212,97,9,388,45,54,9,540
Angela Lee Duckworth,12039978,Grit: The power of passion and perseverance,"https://www.ted.com/talks/angela_lee_duckworth_grit_the_power_of_passion_and_perseverance
",129,464,374,464,47,65,2420,866,181,1380,148,597,87,4847
Ken Robinson,6657858,How to escape education's death valley,"https://www.ted.com/talks/ken_robinson_how_to_escape_education_s_death_valley
",1541,419,559,385,14,8,1233,911,24,1434,252,72,16,3018
Meg Jay,8958850,Why 30 is not the new 20,"https://www.ted.com/talks/meg_jay_why_30_is_not_the_new_20
",77,407,119,400,84,38,1221,684,201,1428,175,208,93,3035
Maria Bezaitis,1114173,Why we need strangeness,"https://www.ted.com/talks/maria_bezaitis_the_surprising_need_for_strangeness
",5,15,37,28,54,91,104,45,141,69,16,124,35,66
Liu Bolin,1304597,The invisible man,"https://www.ted.com/talks/liu_bolin_the_invisible_man
",29,115,91,40,8,9,9,150,5,13,53,33,4,68
Jay Silver,1319453,"Hack a banana, make a keyboard!","https://www.ted.com/talks/jay_silver_hack_a_banana_make_a_keyboard
",297,74,514,29,4,10,76,348,16,53,202,24,10,509
Sergey Brin,2026001,Why Google Glass?,"https://www.ted.com/talks/sergey_brin_why_google_glass
",23,86,130,16,61,54,144,142,345,24,55,239,117,101
Peter Singer,1533054,The why and how of effective altruism,"https://www.ted.com/talks/peter_singer_the_why_and_how_of_effective_altruism
",3,52,23,53,44,8,256,57,109,302,44,57,38,508
Phil Hansen,2155416,Embrace the shake,"https://www.ted.com/talks/phil_hansen_embrace_the_shake
",50,316,280,276,3,0,44,383,4,101,192,33,1,1249
Judy MacDonald Johnston,1467971,Prepare for a good end of life,"https://www.ted.com/talks/judy_macdonald_johnston_prepare_for_a_good_end_of_life
",6,164,15,224,0,12,379,27,30,198,14,55,11,375
Alastair Parvin,1422767,Architecture for the people by the people,"https://www.ted.com/talks/alastair_parvin_architecture_for_the_people_by_the_people
",7,32,394,75,4,3,167,288,19,175,107,31,4,434
Ji-Hae Park,2715019,"The violin, and my dark night of the soul","https://www.ted.com/talks/ji_hae_park_the_violin_and_my_dark_night_of_the_soul
",9,742,26,138,1,3,19,202,15,22,260,51,14,449
Paola Antonelli,934335,Why I brought Pac-Man to MoMA,"https://www.ted.com/talks/paola_antonelli_why_i_brought_pacman_to_moma
",101,32,36,49,12,4,81,87,24,64,7,28,14,69
Jackson Katz,1625776,Violence against women -- it's a men's issue,"https://www.ted.com/talks/jackson_katz_violence_against_women_it_s_a_men_s_issue
",14,158,120,1116,52,15,534,204,82,772,97,51,70,1247
Hendrik Poinar,948509,Bring back the woolly mammoth!,"https://www.ted.com/talks/hendrik_poinar_bring_back_the_woolly_mammoth
",10,26,52,9,7,8,170,145,11,27,27,29,7,37
Lisa Bu,3158067,How books can open your mind,"https://www.ted.com/talks/lisa_bu_how_books_can_open_your_mind
",193,666,63,279,19,26,209,462,51,211,21,237,13,1373
Andrew Solomon,4032150,"Love, no matter what","https://www.ted.com/talks/andrew_solomon_love_no_matter_what
",181,1975,133,937,58,37,396,456,61,337,175,84,45,2449
Alex Laskey,1089949,How behavioral science can lower your energy bill,"https://www.ted.com/talks/alex_laskey_how_behavioral_science_can_lower_your_energy_bill
",44,15,116,22,3,3,325,91,11,328,18,33,6,284
Anas Aremeyaw Anas,1421509,"How I named, shamed and jailed","https://www.ted.com/talks/anas_aremeyaw_anas_how_i_named_shamed_and_jailed
",35,14,23,571,7,10,136,91,6,31,163,17,2,168
Denise Herzing,1164684,Could we speak the language of dolphins?,"https://www.ted.com/talks/denise_herzing_could_we_speak_the_language_of_dolphins
",16,109,69,8,9,1,151,288,18,11,33,40,1,86
Martin Villeneuve,948840,How I made an impossible film,"https://www.ted.com/talks/martin_villeneuve_how_i_made_an_impossible_film
",9,45,99,71,24,1,32,85,17,25,29,38,6,287
Andrew McAfee,2102608,What will future jobs look like?,"https://www.ted.com/talks/andrew_mcafee_what_will_future_jobs_look_like
",10,27,61,63,11,20,462,218,85,252,39,112,20,201
Raffaello D'Andrea,10281817,The astounding athletic power of quadcopters,"https://www.ted.com/talks/raffaello_d_andrea_the_astounding_athletic_power_of_quadcopters
",138,205,932,33,3,9,325,1183,21,47,1237,75,18,551
George Papandreou,741720,Imagine a European democracy without borders,"https://www.ted.com/talks/george_papandreou_imagine_a_european_democracy_without_borders
",9,20,15,129,29,14,146,63,101,102,9,27,63,169
Daniel Suarez,1908577,The kill decision shouldn't belong to a robot,"https://www.ted.com/talks/daniel_suarez_the_kill_decision_shouldn_t_belong_to_a_robot
",2,7,16,34,4,5,191,81,28,195,59,9,10,37
Manal al-Sharif,1492163,A Saudi woman who dared to drive,"https://www.ted.com/talks/manal_al_sharif_a_saudi_woman_who_dared_to_drive
",6,143,8,790,9,20,116,96,25,90,70,29,8,696
